seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	185126390	185126414	25	*	X01097	81627	185087218	185126230	39013	-	159	upstream	159	TRMT1L
chr1	185286247	185286420	174	*	X01098	10625	185265522	185286461	20940	-	0	inside	40	IVNS1ABP
chr1	186344222	186344412	191	*	X01099	54953	186344890	186390503	45614	+	477	upstream	477	ODR4
chr1	186344446	186344467	22	*	X01100	54953	186344890	186390503	45614	+	422	upstream	422	ODR4
chr1	190447568	190447591	24	*	X01101	339479	190066797	190446759	379963	-	808	upstream	808	BRINP3
chr1	192777901	192777964	64	*	X01102	5997	192778169	192781407	3239	+	204	upstream	204	RGS2
chr1	192778031	192778057	27	*	X01103	5997	192778169	192781407	3239	+	111	upstream	111	RGS2
chr1	192778100	192778341	242	*	X01104	5997	192778169	192781407	3239	+	0	overlapStart	0	RGS2
chr1	193028331	193028716	386	*	X01105	6738	193028552	193060906	32355	+	0	overlapStart	0	RO60
chr1	193029184	193029212	29	*	X01106	51377	192981496	193029237	47742	-	0	inside	24	UCHL5
chr1	193029224	193029278	55	*	X01107	51377	192981496	193029237	47742	-	0	overlapStart	0	UCHL5
chr1	193090903	193091143	241	*	X01109	79577	193091088	193223942	132855	+	0	overlapStart	0	CDC73
chr1	193091155	193091225	71	*	X01110	79577	193091088	193223942	132855	+	0	inside	66	CDC73
chr1	197170318	197170401	84	*	X01111	23418	197170592	197447585	276994	+	190	upstream	190	CRB1
chr1	197170318	197170401	84	*	X01111	360023	197122814	197169672	46859	-	645	upstream	645	ZBTB41
chr1	197170585	197170778	194	*	X01112	23418	197170592	197447585	276994	+	0	overlapStart	0	CRB1
chr1	197170585	197170778	194	*	X01112	360023	197122814	197169672	46859	-	912	upstream	912	ZBTB41
chr1	197871612	197872201	590	*	X01113	388722	197871682	197876497	4816	+	0	overlapStart	0	C1orf53
chr1	198125914	198126328	415	*	X01115	140609	198126108	198291548	165441	+	0	overlapStart	0	NEK7
chr1	200638728	200639050	323	*	X01121	83479	200610119	200639126	29008	-	0	inside	75	DDX59
chr1	200708380	200708390	11	*	X01122	23271	200708686	200829831	121146	+	295	upstream	295	CAMSAP2
chr1	200708409	200708455	47	*	X01123	23271	200708686	200829831	121146	+	230	upstream	230	CAMSAP2
chr1	201437943	201438004	62	*	X01126	23612	201434607	201438299	3693	-	0	inside	294	PHLDA3
chr1	201476116	201476359	244	*	X01128	1465	201452658	201476387	23730	-	0	inside	27	CSRP1
chr1	201476377	201476448	72	*	X01129	1465	201452658	201476387	23730	-	0	overlapStart	0	CSRP1
chr1	201617709	201617990	282	*	X01130	89796	201617450	201796102	178653	+	0	inside	258	NAV1
chr1	201798280	201798299	20	*	X01131	55705	201798288	201853422	55135	+	0	overlapStart	0	IPO9
chr1	201798377	201798511	135	*	X01132	55705	201798288	201853422	55135	+	0	inside	88	IPO9
chr1	201951812	201951825	14	*	X01133	6051	201951766	201975275	23510	+	0	inside	45	RNPEP
chr1	201951844	201951971	128	*	X01134	6051	201951766	201975275	23510	+	0	inside	77	RNPEP
chr1	202317564	202317763	200	*	X01135	4660	202317830	202557697	239868	+	66	upstream	66	PPP1R12B
chr1	202317775	202318000	226	*	X01136	4660	202317830	202557697	239868	+	0	overlapStart	0	PPP1R12B
chr1	202777466	202777744	279	*	X01137	10765	202696532	202777549	81018	-	0	overlapStart	0	KDM5B
chr1	202779826	202779849	24	*	X01138	100506696	202780074	202781041	968	+	224	upstream	224	PCAT6
chr1	202779890	202779947	58	*	X01139	100506696	202780074	202781041	968	+	126	upstream	126	PCAT6
chr1	202858091	202858136	46	*	X01141	5877	202847410	202858385	10976	-	0	inside	248	RABIF
chr1	203274646	203274766	121	*	X01146	730227	203267886	203274453	6568	-	192	upstream	192	LINC01136
chr1	203274646	203274766	121	*	X01146	7832	203274664	203278729	4066	+	0	overlapStart	0	BTG2
chr1	203764693	203764716	24	*	X01147	100381270	203766651	203769590	2940	+	1934	upstream	1934	ZBED6
chr1	203764693	203764716	24	*	X01147	9877	203764751	203823256	58506	+	34	upstream	34	ZC3H11A
chr1	203764787	203764822	36	*	X01148	100381270	203766651	203769590	2940	+	1828	upstream	1828	ZBED6
chr1	203764787	203764822	36	*	X01148	9877	203764751	203823256	58506	+	0	inside	35	ZC3H11A
chr1	203765150	203765171	22	*	X01149	100381270	203766651	203769590	2940	+	1479	upstream	1479	ZBED6
chr1	203765192	203765231	40	*	X01150	100381270	203766651	203769590	2940	+	1419	upstream	1419	ZBED6
chr1	203830497	203830954	458	*	X01151	6635	203830727	203840280	9554	+	0	overlapStart	0	SNRPE
chr1	204463422	204463952	531	*	X01156	5287	204391758	204463852	72095	-	0	overlapStart	0	PIK3C2B
chr1	204485519	204485789	271	*	X01159	4194	204485507	204677661	192155	+	0	inside	11	MDM4
chr1	204797538	204797621	84	*	X01160	23114	204797782	204991950	194169	+	160	upstream	160	NFASC
chr1	205091005	205091621	617	*	X01161	5929	205055270	205091150	35881	-	0	overlapStart	0	RBBP5
chr1	205180254	205181035	782	*	X01162	25778	205111631	205180727	69097	-	0	overlapStart	0	DSTYK
chr1	205649311	205649724	414	*	X01170	2005	205566695	205649630	82936	-	0	overlapStart	0	ELK4
chr1	205649311	205649724	414	*	X01170	85414	205592804	205649630	56827	-	0	overlapStart	0	SLC45A3
chr1	205719501	205719515	15	*	X01174	64710	205681947	205719372	37426	-	128	upstream	128	NUCKS1
chr1	205719765	205719778	14	*	X01175	64710	205681947	205719372	37426	-	392	upstream	392	NUCKS1
chr1	205744385	205744538	154	*	X01176	8934	205737114	205744610	7497	-	0	inside	71	RAB29
chr1	206785536	206786102	567	*	X01179	1939	206764974	206785904	20931	-	0	overlapStart	0	EIF2D
chr1	206786152	206786165	14	*	X01180	1939	206764974	206785904	20931	-	247	upstream	247	EIF2D
chr1	206808702	206808943	242	*	X01181	8444	206808881	206857760	48880	+	0	overlapStart	0	DYRK3
chr1	206808956	206808971	16	*	X01182	8444	206808881	206857760	48880	+	0	inside	74	DYRK3
chr1	207494235	207494302	68	*	X01183	1604	207494817	207534311	39495	+	514	upstream	514	CD55
chr1	207495041	207495238	198	*	X01184	1604	207494817	207534311	39495	+	0	inside	223	CD55
chr1	207627411	207627442	32	*	X01185	1380	207627645	207663240	35596	+	202	upstream	202	CR2
chr1	207627480	207627519	40	*	X01186	1380	207627645	207663240	35596	+	125	upstream	125	CR2
chr1	208417514	208417723	210	*	X01190	5362	208195588	208417665	222078	-	0	overlapStart	0	PLXNA2
chr1	209848469	209848982	514	*	X01191	50486	209848670	209849735	1066	+	0	overlapStart	0	G0S2
chr1	210001249	210001435	187	*	X01192	27042	210001312	210030910	29599	+	0	overlapStart	0	UTP25
chr1	210407439	210407765	327	*	X01193	574036	210404804	210407466	2663	-	0	overlapStart	0	SERTAD4-AS1
chr1	211307323	211307748	426	*	X01195	3756	210851657	211307457	455801	-	0	overlapStart	0	KCNH1
chr1	211432215	211432754	540	*	X01196	55758	211432708	211489725	57018	+	0	overlapStart	0	RCOR3
chr1	211555926	211556043	118	*	X01197	84791	211556097	211605877	49781	+	53	upstream	53	LINC00467
chr1	211556056	211556328	273	*	X01198	84791	211556097	211605877	49781	+	0	overlapStart	0	LINC00467
chr1	211751765	211751828	64	*	X01202	7779	211748381	211752099	3719	-	0	inside	270	SLC30A1
chr1	211751889	211751936	48	*	X01203	7779	211748381	211752099	3719	-	0	inside	162	SLC30A1
chr1	211752411	211752530	120	*	X01204	7779	211748381	211752099	3719	-	311	upstream	311	SLC30A1
chr1	211849367	211849495	129	*	X01205	4751	211831599	211848972	17374	-	394	upstream	394	NEK2
chr1	212458773	212459133	361	*	X01206	5525	212458879	212535205	76327	+	0	overlapStart	0	PPP2R5A
chr1	212459145	212459664	520	*	X01207	5525	212458879	212535205	76327	+	0	inside	265	PPP2R5A
chr1	212588037	212588231	195	*	X01209	55248	212537816	212588267	50452	-	0	inside	35	TMEM206
chr1	212588250	212588262	13	*	X01210	55248	212537816	212588267	50452	-	0	inside	4	TMEM206
chr1	212964830	212965405	576	*	X01216	128387	212965170	212990167	24998	+	0	overlapStart	0	TATDN3
chr1	212964830	212965405	576	*	X01216	25936	212899495	212965139	65645	-	0	overlapStart	0	NSL1
chr1	213031610	213031634	25	*	X01217	28982	213031597	213072705	41109	+	0	inside	12	FLVCR1
chr1	213031610	213031634	25	*	X01217	642946	213029946	213031480	1535	-	129	upstream	129	FLVCR1-DT
chr1	213031687	213031713	27	*	X01218	28982	213031597	213072705	41109	+	0	inside	89	FLVCR1
chr1	213031687	213031713	27	*	X01218	642946	213029946	213031480	1535	-	206	upstream	206	FLVCR1-DT
chr1	213188879	213188889	11	*	X01223	90806	213165524	213189168	23645	-	0	inside	278	ANGEL2
chr1	213188942	213189250	309	*	X01224	90806	213165524	213189168	23645	-	0	overlapStart	0	ANGEL2
chr1	213224571	213224638	68	*	X01225	26750	213224588	213446808	222221	+	0	overlapStart	0	RPS6KC1
chr1	214454200	214454326	127	*	X01226	56950	214454565	214510477	55913	+	238	upstream	238	SMYD2
chr1	214454863	214455112	250	*	X01227	56950	214454565	214510477	55913	+	0	inside	297	SMYD2
chr1	214724865	214724949	85	*	X01229	5784	214522039	214725024	202986	-	0	inside	74	PTPN14
chr1	214725001	214725077	77	*	X01230	5784	214522039	214725024	202986	-	0	overlapStart	0	PTPN14
chr1	214776583	214776594	12	*	X01231	1063	214776532	214837914	61383	+	0	inside	50	CENPF
chr1	215740534	215740836	303	*	X01232	51133	215740735	215795149	54415	+	0	overlapStart	0	KCTD3
chr1	217804392	217804411	20	*	X01233	128153	217804695	218040484	235790	+	283	upstream	283	SPATA17
chr1	217804392	217804411	20	*	X01233	55105	217603834	217804409	200576	-	0	overlapStart	0	GPATCH2
chr1	218458334	218458823	490	*	X01234	51018	218458629	218511325	52697	+	0	overlapStart	0	RRP15
chr1	219347154	219347370	217	*	X01235	127018	219347192	219386207	39016	+	0	overlapStart	0	LYPLAL1
chr1	219347154	219347370	217	*	X01235	643723	219254317	219347130	92814	-	23	upstream	23	LYPLAL1-DT
chr1	220219754	220219770	17	*	X01239	2058	220141942	220220000	78059	-	0	inside	229	EPRS
chr1	220219788	220220042	255	*	X01240	2058	220141942	220220000	78059	-	0	overlapStart	0	EPRS
chr1	220263062	220263313	252	*	X01241	10380	220230824	220263191	32368	-	0	overlapStart	0	BPNT1
chr1	220263330	220263343	14	*	X01242	10380	220230824	220263191	32368	-	138	upstream	138	BPNT1
chr1	220263366	220263381	16	*	X01243	10380	220230824	220263191	32368	-	174	upstream	174	BPNT1
chr1	220267320	220267414	95	*	X01244	55699	220267455	220321383	53929	+	40	upstream	40	IARS2
chr1	220267472	220267605	134	*	X01245	55699	220267455	220321383	53929	+	0	inside	16	IARS2
chr1	220267635	220267696	62	*	X01246	55699	220267455	220321383	53929	+	0	inside	179	IARS2
chr1	220267743	220267845	103	*	X01247	55699	220267455	220321383	53929	+	0	inside	287	IARS2
chr1	220445641	220445870	230	*	X01250	25782	220321610	220445843	124234	-	0	overlapStart	0	RAB3GAP2
chr1	220445995	220446031	37	*	X01251	25782	220321610	220445843	124234	-	151	upstream	151	RAB3GAP2
chr1	220701429	220701511	83	*	X01252	4139	220701568	220837799	136232	+	56	upstream	56	MARK1
chr1	220701551	220701563	13	*	X01253	4139	220701568	220837799	136232	+	4	upstream	4	MARK1
chr1	220921654	220921770	117	*	X01254	54996	220921676	220957596	35921	+	0	overlapStart	0	MARC2
chr1	220960186	220960582	397	*	X01255	64757	220960039	220987741	27703	+	0	inside	146	MARC1
chr1	222885924	222885943	20	*	X01258	148362	222885906	222906106	20201	+	0	inside	17	BROX
chr1	222886484	222886794	311	*	X01259	64853	222841355	222886526	45172	-	0	overlapStart	0	AIDA
chr1	222988301	222988613	313	*	X01260	84976	222988431	223179337	190907	+	0	overlapStart	0	DISP1
chr1	223537241	223537288	48	*	X01261	55061	223394161	223537544	143384	-	0	inside	255	SUSD4
chr1	223537303	223537333	31	*	X01262	55061	223394161	223537544	143384	-	0	inside	210	SUSD4
chr1	223537381	223537933	553	*	X01263	55061	223394161	223537544	143384	-	0	overlapStart	0	SUSD4
chr1	224033602	224033630	29	*	X01271	7159	223967595	224033674	66080	-	0	inside	43	TP53BP2
chr1	224033820	224033967	148	*	X01272	7159	223967595	224033674	66080	-	145	upstream	145	TP53BP2
chr1	224301694	224302076	383	*	X01273	23219	224301789	224349749	47961	+	0	overlapStart	0	FBXO28
chr1	224518060	224518259	200	*	X01274	4931	224415036	224517891	102856	-	168	upstream	168	NVL
chr1	224544671	224544682	12	*	X01275	29097	224544513	224567153	22641	+	0	inside	157	CNIH4
chr1	224621403	224621797	395	*	X01276	80232	224572845	224622001	49157	-	0	inside	203	WDR26
chr1	224621837	224622096	260	*	X01277	80232	224572845	224622001	49157	-	0	overlapStart	0	WDR26
chr1	224622395	224622862	468	*	X01278	80232	224572845	224622001	49157	-	393	upstream	393	WDR26
chr1	224803676	224803721	46	*	X01280	149111	224804179	224928249	124071	+	457	upstream	457	CNIH3
chr1	224803752	224803811	60	*	X01281	149111	224804179	224928249	124071	+	367	upstream	367	CNIH3
chr1	224803827	224803869	43	*	X01282	149111	224804179	224928249	124071	+	309	upstream	309	CNIH3
chr1	225117235	225117755	521	*	X01283	127602	225117356	225586996	469641	+	0	overlapStart	0	DNAH14
chr1	225965336	225965544	209	*	X01288	6726	225965515	225978168	12654	+	0	overlapStart	0	SRP9
chr1	225997687	225997970	284	*	X01289	2052	225997797	226033262	35466	+	0	overlapStart	0	EPHX1
chr1	225997982	225998182	201	*	X01290	2052	225997797	226033262	35466	+	0	inside	184	EPHX1
chr1	226070108	226070326	219	*	X01292	9725	226033233	226070420	37188	-	0	inside	93	TMEM63A
chr1	226111772	226112007	236	*	X01293	10637	226073982	226112040	38059	-	0	inside	32	LEFTY1
chr1	226111772	226112007	236	*	X01293	29920	226107577	226112040	4464	-	0	inside	32	PYCR2
chr1	226186928	226187113	186	*	X01294	163859	226170403	226187066	16664	-	0	overlapStart	0	SDE2
chr1	226250386	226250785	400	*	X01295	3020	226250408	226259703	9296	+	0	overlapStart	0	H3F3A
chr1	226250386	226250785	400	*	X01295	440926	226251678	226259703	8026	+	892	upstream	892	H3F3AP4
chr1	226374378	226374429	52	*	X01298	64746	226332380	226374423	42044	-	0	overlapStart	0	ACBD3
chr1	226374447	226374459	13	*	X01299	64746	226332380	226374423	42044	-	23	upstream	23	ACBD3
chr1	226496411	226497237	827	*	X01300	286826	226418850	226497449	78600	-	0	inside	211	LIN9
chr1	226595635	226595838	204	*	X01301	142	226548392	226595801	47410	-	0	overlapStart	0	PARP1
chr1	227922809	227923297	489	*	X01310	65094	227918890	227923112	4223	-	0	overlapStart	0	JMJD4
chr1	227923312	227923348	37	*	X01311	65094	227918890	227923112	4223	-	199	upstream	199	JMJD4
chr1	228270317	228270509	193	*	X01315	375	228270361	228286913	16553	+	0	overlapStart	0	ARF1
chr1	228353236	228353276	41	*	X01316	200205	228353429	228369958	16530	+	152	upstream	152	IBA57
chr1	228353316	228353650	335	*	X01317	200205	228353429	228369958	16530	+	0	overlapStart	0	IBA57
chr1	228645120	228645633	514	*	X01324	128312	228645808	228646259	452	+	174	upstream	174	HIST3H2BB
chr1	228645120	228645633	514	*	X01324	92815	228645065	228645560	496	-	0	overlapStart	0	HIST3H2A
chr1	228646249	228646270	22	*	X01325	92815	228645065	228645560	496	-	688	upstream	688	HIST3H2A
chr1	228646288	228646523	236	*	X01326	92815	228645065	228645560	496	-	727	upstream	727	HIST3H2A
chr1	228674273	228674314	42	*	X01329	149603	228675068	228683889	8822	+	753	upstream	753	RNF187
chr1	228674391	228674413	23	*	X01330	149603	228675068	228683889	8822	+	654	upstream	654	RNF187
chr1	228674427	228674437	11	*	X01331	149603	228675068	228683889	8822	+	630	upstream	630	RNF187
chr1	228674822	228674850	29	*	X01332	149603	228675068	228683889	8822	+	217	upstream	217	RNF187
chr1	229406629	229407077	449	*	X01336	5867	229406809	229441640	34832	+	0	overlapStart	0	RAB4A
chr1	229643959	229644281	323	*	X01338	55746	229577044	229644088	67045	-	0	overlapStart	0	NUP133
chr1	229694570	229695018	449	*	X01339	23456	229652329	229694442	42114	-	127	upstream	127	ABCB10
chr1	229761246	229761276	31	*	X01340	9816	229761981	229795946	33966	+	704	upstream	704	URB2
chr1	229761307	229761432	126	*	X01341	9816	229761981	229795946	33966	+	548	upstream	548	URB2
chr1	229761932	229762053	122	*	X01342	27097	229728866	229761794	32929	-	137	upstream	137	TAF5L
chr1	229761932	229762053	122	*	X01342	9816	229761981	229795946	33966	+	0	overlapStart	0	URB2
chr1	230562335	230562592	258	*	X01346	79605	230457392	230561674	104283	-	660	upstream	660	PGBD5
chr1	230778058	230778426	369	*	X01347	22796	230778202	230829731	51530	+	0	overlapStart	0	COG2
chr1	231298076	231298117	42	*	X01349	440730	231298674	231357314	58641	+	556	upstream	556	TRIM67
chr1	231298192	231298205	14	*	X01350	440730	231298674	231357314	58641	+	468	upstream	468	TRIM67
chr1	231298226	231298611	386	*	X01351	440730	231298674	231357314	58641	+	62	upstream	62	TRIM67
chr1	231376742	231377157	416	*	X01352	128061	231359509	231376924	17416	-	0	overlapStart	0	C1orf131
chr1	231376742	231377157	416	*	X01352	8443	231376919	231413719	36801	+	0	overlapStart	0	GNPAT
chr1	231664387	231664575	189	*	X01354	100303453	231664399	232177019	512621	+	0	overlapStart	0	TSNAX-DISC1
chr1	231664387	231664575	189	*	X01354	7257	231664399	231702269	37871	+	0	overlapStart	0	TSNAX
chr1	231762298	231762535	238	*	X01355	27185	231762561	232177019	414459	+	25	upstream	25	DISC1
chr1	234040176	234040246	71	*	X01357	148641	234040679	234460262	419584	+	432	upstream	432	SLC35F3
chr1	234509091	234509613	523	*	X01359	388753	234509214	234519795	10582	+	0	overlapStart	0	COA6
chr1	234745814	234746163	350	*	X01363	359948	234740015	234745271	5257	-	542	upstream	542	IRF2BP2
chr1	234746529	234746864	336	*	X01364	359948	234740015	234745271	5257	-	1257	upstream	1257	IRF2BP2
chr1	235292011	235292362	352	*	X01365	677802	235291118	235291252	135	-	758	upstream	758	SNORA14B
chr1	235292011	235292362	352	*	X01365	9804	235272658	235292256	19599	-	0	overlapStart	0	TOMM20
chr1	235292411	235292458	48	*	X01366	677802	235291118	235291252	135	-	1158	upstream	1158	SNORA14B
chr1	235292411	235292458	48	*	X01366	9804	235272658	235292256	19599	-	154	upstream	154	TOMM20
chr1	235324421	235324713	293	*	X01367	23029	235294498	235324772	30275	-	0	inside	58	RBM34
chr1	235492166	235492186	21	*	X01368	51742	235294498	235491532	197035	-	633	upstream	633	ARID4B
chr1	236228803	236228836	34	*	X01370	4811	236139132	236228481	89350	-	321	upstream	321	NID1
chr1	236305802	236306084	283	*	X01371	7107	236305832	236372209	66378	+	0	overlapStart	0	GPR137B
chr1	236445056	236445068	13	*	X01374	56605	236378422	236445339	66918	-	0	inside	270	ERO1B
chr1	236445084	236445260	177	*	X01375	56605	236378422	236445339	66918	-	0	inside	78	ERO1B
chr1	236445291	236445321	31	*	X01376	56605	236378422	236445339	66918	-	0	inside	17	ERO1B
chr1	236958159	236958169	11	*	X01377	4548	236958581	237067281	108701	+	411	upstream	411	MTR
chr1	236958208	236958263	56	*	X01378	4548	236958581	237067281	108701	+	317	upstream	317	MTR
chr1	236958278	236958493	216	*	X01379	4548	236958581	237067281	108701	+	87	upstream	87	MTR
chr1	236958610	236959081	472	*	X01380	4548	236958581	237067281	108701	+	0	inside	28	MTR
chr1	239549756	239549839	84	*	X01382	1131	239549865	240072717	522853	+	25	upstream	25	CHRM3
chr1	239549860	239549870	11	*	X01383	1131	239549865	240072717	522853	+	0	overlapStart	0	CHRM3
chr1	239549959	239549970	12	*	X01384	1131	239549865	240072717	522853	+	0	inside	93	CHRM3
chr1	240254943	240255057	115	*	X01388	56776	240255185	240638489	383305	+	127	upstream	127	FMN2
chr1	240255097	240255199	103	*	X01389	56776	240255185	240638489	383305	+	0	overlapStart	0	FMN2
chr1	240775114	240775419	306	*	X01390	64388	240652873	240775462	122590	-	0	inside	42	GREM2
chr1	241682793	241683018	226	*	X01393	2271	241660857	241683085	22229	-	0	inside	66	FH
chr1	241803425	241803447	23	*	X01394	23596	241756452	241803701	47250	-	0	inside	253	OPN3
chr1	241803492	241803710	219	*	X01395	23596	241756452	241803701	47250	-	0	overlapStart	0	OPN3
chr1	241803811	241803856	46	*	X01396	23596	241756452	241803701	47250	-	109	upstream	109	OPN3
chr1	243418442	243418483	42	*	X01398	10806	243419307	243663393	244087	+	823	upstream	823	SDCCAG8
chr1	243418442	243418483	42	*	X01398	9859	243287730	243418708	130979	-	0	inside	224	CEP170
